Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std
hexachlorobenzene,water,118-74-1,7732-18-5,3.17e-10,0.0,25.0,0.0
pentachlorobenzene,water,608-93-5,7732-18-5,3.95e-08,0.0,25.0,0.0
pentachlorophenol,water,87-86-5,7732-18-5,2.72e-06,1.9317246180550684e-06,42.2,25.895173295423223
"1,2,4,5-tetrabromobenzene",water,636-28-2,7732-18-5,1.99e-09,0.0,25.0,0.0
"1,2,3,4-tetrachlorobenzene",water,634-66-2,7732-18-5,3.61e-07,0.0,25.0,0.0
"1,2,3,5-tetrachlorobenzene",water,634-90-2,7732-18-5,2.89e-07,0.0,25.0,0.0
"1,2,4,5-tetrachlorobenzene",water,95-94-3,7732-18-5,5.06e-08,0.0,25.0,0.0
"2,3,4,6-tetrachlorophenol",water,58-90-2,7732-18-5,0.00014,0.0,25.0,0.0
"1,2,4-tribromobenzene",water,615-54-3,7732-18-5,5.78e-07,0.0,25.0,0.0
"1,3,5-tribromobenzene",water,626-39-1,7732-18-5,4.52e-08,0.0,25.0,0.0
"2,4,6-tribromophenol",water,118-79-6,7732-18-5,3.8e-06,0.0,25.0,0.0
"1,2,3-trichlorobenzene",water,87-61-6,7732-18-5,3.07e-06,0.0,25.0,0.0
water,"1,2,4-trichlorobenzene",7732-18-5,120-82-1,0.002034,0.0,25.0,0.0
"1,3,5-trichlorobenzene",water,108-70-3,7732-18-5,6.51e-07,0.0,25.0,0.0
"2,4,5-trichlorophenol",water,95-95-4,7732-18-5,9e-05,0.0,25.0,0.0
"2,4,6-trichlorophenol",water,88-06-2,7732-18-5,0.00011550333333333332,7.6202863609068e-05,44.199999999999996,37.08404868223893
propane,water,74-98-6,7732-18-5,0.00034860000000000007,0.00014179229527728227,20.0,11.180339887498949
butane,water,106-97-8,7732-18-5,0.00021433823529411767,0.00017298295863823918,40.0,24.49489742783178
2-methylpropane,water,75-28-5,7732-18-5,0.00019237777777777776,8.086924669939986e-05,25.0,12.909944487358056
propane,pentane,109-66-0,74-98-6,0.1008,0.0,25.0,0.0
propane,hexane,110-54-3,74-98-6,0.0962,0.018234801890889853,14.0,22.22611077089287
propane,"2,2-dimethylbutane",74-98-6,75-83-2,0.18372499999999997,0.10276904628826716,8.75,20.116846174288852
propane,"2,3-dimethylbutane",74-98-6,79-29-8,0.16831000000000002,0.11531152717746826,15.0,22.360679774997898
propane,heptane,74-98-6,142-82-5,0.09699999999999999,0.015315351775261322,35.0,8.16496580927726
propane,octane,111-65-9,111-65-9,0.1191,0.0,25.0,0.0
propane,nonane,74-98-6,111-84-2,0.1322,0.0,25.0,0.0
propane,decane,74-98-6,124-18-5,0.2295,0.01958528359083252,9.216666666666667,10.573814617041268
propane,dodecane,74-98-6,112-40-3,0.10236666666666666,0.016317747665927702,35.0,8.16496580927726
propane,tetradecane,74-98-6,629-59-4,0.0861,0.02363909191713309,50.0,16.32993161855452
propane,hexadecane,74-98-6,544-76-3,0.11053333333333333,0.017751118900571378,35.0,8.16496580927726
propane,heptadecane,74-98-6,629-78-7,0.08,0.0,50.0,0.0
propane,octadecane,74-98-6,593-45-3,0.0885,0.0,50.0,0.0
methyl trichloroacetate,water,598-99-2,7732-18-5,5.571428571428572e-05,2.381904571504724e-05,59.99999999999999,20.222123669740665
methyl dichloroacetate,water,116-54-1,7732-18-5,0.000629,0.0003169369022376536,44.92,28.83861300409574
methyl chloroacetate,water,96-34-4,7732-18-5,0.009992999999999998,0.0011196968339689099,44.95,28.83304527794454
methyl acetate,water,79-20-9,7732-18-5,0.08038461538461537,0.021612775643260567,36.15384615384615,28.56529942711868
ethyl formate,water,109-94-4,7732-18-5,0.022325,0.0021170439296339604,15.0,11.180339887498949
dimethyl carbonate,water,616-38-6,7732-18-5,0.02928333333333333,0.001659735588044742,35.083333333333336,17.173178376630098
vinyl acetate,water,108-05-4,7732-18-5,0.0034000000000000002,0.0009,43.0,23.0
methyl acrylate,water,96-33-3,7732-18-5,0.011233333333333333,9.428090415820577e-05,20.0,4.08248290463863
propylene carbonate,water,108-32-7,7732-18-5,0.058,0.034525353003264134,387.85714285714283,874.7320289374225
dimethyl oxalate,water,553-90-2,7732-18-5,0.03966666666666667,0.026322782696532845,38.5,24.904818810824544
ethyl chloroacetate,water,105-39-5,7732-18-5,0.0031869999999999997,0.0003445010885323876,45.04,28.93783682309374
methyl 2-chloropropionate,water,17639-93-9,7732-18-5,0.0029066666666666668,0.00041001354991159877,50.12222222222223,26.00110159109835
ethyl acetate,water,141-78-6,7732-18-5,0.015881818181818184,0.0028267611346551188,43.18181818181818,27.983170857493427
propyl formate,water,110-74-7,7732-18-5,0.00572,0.0005399305510896748,29.375,18.7812240016459
methyl propionate,water,552-12-1,7732-18-5,0.013011111111111112,0.002392323112905782,33.888888888888886,21.829869671542777
tert-butyl,hypochlorite,507-40-4,7732-18-5,0.000365,0.00016499999999999997,10.0,10.0
vinyl propionate,water,105-38-4,7732-18-5,0.00054,0.0,20.0,0.0
ethyl acrylate,water,140-88-5,7732-18-5,0.003986666666666666,0.00015173075568988045,20.0,4.08248290463863
methyl methacrylate,water,80-62-6,7732-18-5,0.0029230000000000003,0.0002761901518881512,38.5,24.904818810824544
methyl,4-chloro-butryate,3153-37-5,7732-18-5,0.001755,0.00026567837698992364,45.65555555555555,30.38625826517679
isopropyl acetate,water,108-21-4,7732-18-5,0.004679,0.001230093085908542,38.5,24.904818810824544
propyl acetate,water,109-60-4,7732-18-5,0.0038050000000000002,0.0008812406027867759,38.5,24.904818810824544
methyl butryate,water,623-42-7,7732-18-5,0.0028,0.0004878524367060187,47.5,25.617376914898998
isobutyl formate,water,542-55-2,7732-18-5,0.0012614285714285715,0.00020821888012573768,30.271428571428572,20.089422539216592
ethyl propionate,water,105-37-3,7732-18-5,0.003703,0.0009748030570325475,38.5,24.904818810824544
methyl isobutryate,water,547-63-7,7732-18-5,0.0031100000000000004,0.0007978303913322262,39.82222222222222,26.19697937539864
2-methoxyethyl acetate,water,110-49-6,7732-18-5,0.1129,0.0,25.0,0.0
diethyl carbonate,water,105-58-8,7732-18-5,0.0031825,0.0004826165662303771,13.75,9.60143218483576
dimethyl maleate,water,624-48-6,7732-18-5,0.0118,0.0017504285189632854,44.89,28.88205151993189
1-methylallyl acetate,water,6737-11-7,7732-18-5,0.0022,0.0007788880963698616,50.333333333333336,20.005554784164875
ethyl acetoacetate,water,141-97-9,7732-18-5,0.017,0.0017900000000000008,15.0,15.0
diethyl oxalate,water,95-92-1,7732-18-5,0.004978333333333334,0.001172567221479813,24.933333333333334,17.11360732153089
ethylidene diacetate,water,542-10-9,7732-18-5,0.006,0.0,25.0,0.0
ethylene glycol diacetate,water,111-55-7,7732-18-5,0.0285,0.0034999999999999996,22.5,2.5
butyl acetate,water,123-86-4,7732-18-5,0.0010272727272727271,0.00019193232278312485,43.18181818181818,27.983170857493427
tert-butyl-acetate,water,540-88-5,7732-18-5,0.0010334333333333334,0.00047198993868749175,39.94444444444444,26.20466926633543
sec-butyl acetate,water,105-46-4,7732-18-5,0.0011545454545454545,0.00034736314862805084,43.18181818181818,27.983170857493427
isobutyl acetate,water,110-19-0,7732-18-5,0.0012400000000000002,0.00028065856617824934,55.0,37.416573867739416
ethyl butyrate,water,105-54-4,7732-18-5,0.0009381818181818179,0.0002997216339392932,43.18181818181818,27.983170857493427
isopenyl formate,water,110-45-2,7732-18-5,0.00029857142857142853,3.4992710611188155e-06,25.0,15.811388300841896
pentyl formate,water,638-49-3,7732-18-5,0.000432,5.1341990611973725e-05,45.06,28.899660897664525
methyl valerate,water,624-24-8,7732-18-5,0.4757142857142857,0.29553134437856854,50.0,20.0
methyl trimethylacetate,water,598-98-1,7732-18-5,0.000773,0.00021387145672108752,45.11,29.003567022006102
ethyl isobutyrate,water,97-62-1,7732-18-5,0.0008879999999999999,0.0002935234232561347,45.13,28.94076882185406
propyl propionate,water,106-36-5,7732-18-5,0.00011657142857142857,2.2173711222701426e-05,25.0,15.811388300841896
2-ethoxyethyl acetate,water,111-15-9,7732-18-5,0.0428,0.0,20.0,0.0
acenaphthene,n-octadecane,83-32-9,593-45-3,0.7977,0.08389126891399365,84.625,4.051157242072934
acenaphthene,decahydronapthalene,83-32-9,110-82-7,0.3183470588235294,0.2013158978487382,52.17647058823529,15.496936297283929
acenaphthene,benzene,83-32-9,71-43-2,0.38405,0.13711426803947138,51.69999999999999,13.365128756082623
acenaphthene,"1,2,3,4-tetrahydronapthalene",83-32-9,119-64-2,0.45569999999999994,0.17781919656400055,55.25,15.804851575808401
acenaphthene,"1,2-dimethylbenzene",83-32-9,95-47-6,0.3356875,0.3178963507870922,23.931250000000002,43.751888798513605
acenaphthene,"1,2,4,5-tetramethylbenzene",83-32-9,95-93-2,0.47159999999999996,0.2858136455804726,68.28999999999999,13.75086906344468
acenaphthene,tetrachloromethane,83-32-9,56-23-5,0.2751,0.06445044608069056,42.25,7.9962491206815205
acenaphthene,methanol,83-32-9,67-56-1,0.011019999999999999,0.00801433715287796,30.330000000000002,22.40155351755766
acenaphthene,ethanol,83-32-9,64-17-5,0.03982,0.04625626011687499,32.39,26.058825760191116
acenaphthene,1-propanol,83-32-9,71-23-8,0.05600000000000001,0.07260256193826772,33.11,26.571759444944554
acenaphthene,pyridine,83-32-9,110-86-1,0.42322000000000004,0.14317416526734145,55.010000000000005,13.253769275191113
acenaphthene,thiophene,83-32-9,110-02-1,0.44370000000000004,0.13280801180651713,54.00999999999999,12.939953632065302
acridine,cyclohexane,260-94-6,110-82-7,0.1249,0.1079324634513021,62.73333333333334,17.2093401642506
acridine,decahydronaphthalene,260-94-6,91-17-8,0.17915,0.13789531959666604,63.550000000000004,18.548764559039146
acridine,benzene,260-94-6,71-43-2,0.21756666666666669,0.08453008668844221,44.900000000000006,13.831696690331716
acridine,"1,2,3,4-tetrahydronaphthalene",260-94-6,119-64-2,0.2325,0.07286194708716845,46.65,11.665047506689946
acridine,pyridine,260-94-6,110-86-1,0.3050833333333334,0.10170426763688709,50.416666666666664,14.227516375749572
acridine,thiophene,260-94-6,110-02-1,0.25314000000000003,0.06278485804714382,49.410000000000004,12.113232433995478
anthracene,n-hexane,120-12-7,110-54-3,0.00129,0.0,25.0,0.0
anthracene,n-heptane,120-12-7,142-82-5,0.001571,0.0,25.0,0.0
anthracene,n-octane,120-12-7,111-65-9,0.00185,0.0,25.0,0.0
anthracene,n-hexadecane,120-12-7,544-76-3,0.0038,0.0,25.0,0.0
anthracene,n-octadecane,120-12-7,593-45-3,0.744275,0.11573692960762352,202.3375,5.536794537455767
anthracene,cyclohexane,120-12-7,110-82-7,0.001574,0.0,25.0,0.0
anthracene,methylcyclohexane,120-12-7,108-87-2,0.00165,0.0,25.0,0.0
anthracene,cyclooctane,120-12-7,292-64-8,0.002258,0.0,25.0,0.0
anthracene,"2,2,4-trimethylpentane",120-12-7,540-84-1,0.001087,0.0,25.0,0.0
anthracene,t-butylcyclohexane,120-12-7,3178-22-1,0.001978,0.0,25.0,0.0
anthracene,squalane,120-12-7,111-01-3,0.00472,0.0,25.0,0.0
anthracene,decahydronaphthalene,120-12-7,91-17-8,0.02345,0.017428688036299995,75.63333333333334,21.22698099641638
anthracene,benzene,120-12-7,71-43-2,0.014481,0.005600738076361007,44.918749999999996,12.868880523864537
anthracene,methylbenzene,120-12-7,108-88-3,0.013949999999999999,0.006844827730970785,40.0,16.32993161855452
anthracene,"1,4-dimethylbenzene",120-12-7,106-42-3,0.00733,0.0,25.0,0.0
anthracene,4-isopropyl methylbenzene,120-12-7,99-87-6,0.02986666666666667,0.024917775895042394,18.383333333333333,13.123346456686352
anthracene,"1,2,3,4-tetrahydronaphthalene",120-12-7,119-64-2,0.02836666666666667,0.011521236430561127,55.06666666666667,15.663590123453677
anthracene,ethyl ethanoate,120-12-7,141-78-6,0.00484,0.0,25.0,0.0
anthracene,butyl ethanoate,120-21-7,123-86-4,0.0061,0.0,25.0,0.0
anthracene,dimethyl hexanedioate,120-12-7,827-93-0,0.00871,0.0,25.0,0.0
anthracene,diethyl hexanedioate,120-12-7,141-28-6,0.01033,0.0,25.0,0.0
anthracene,dibutyl oxalate,120-12-7,2050-60-4,0.01043,0.0,25.0,0.0
anthracene,"1,1-oxybisethane",120-12-7,60-29-7,0.00353,0.0,25.0,0.0
anthracene,"1,1-oxybisbutane",120-12-7,142-96-1,0.003609,0.0,25.0,0.0
anthracene,tetrahydropyran,120-12-7,142-68-7,0.01024,0.0,25.0,0.0
anthracene,"1,4-dioxane",120-12-7,123-91-1,0.0096,0.0,25.0,0.0
anthracene,trichloromethane,120-12-7,67-66-3,0.0105,0.0,25.0,0.0
anthracene,tetrachloromethane,120-12-7,56-23-5,0.00464,0.0,25.0,0.0
anthracene,iodoethane,120-12-7,75-03-6,0.0196075,0.006293680858607306,52.05,11.180339887498949
anthracene,1-chlorobutane,120-12-7,109-69-3,0.00586,0.0,25.0,0.0
anthracene,"1,4-dichlorobutane",120-12-7,110-56-5,0.01053,0.0,25.0,0.0
anthracene,trichloroethylene,120-12-7,79-01-6,0.0705,0.0,25.0,0.0
anthracene,iodobenzene,120-12-7,591-50-4,0.01887,0.0032820877501980356,39.55,5.5901699437494745
anthracene,bromobenzene,120-12-7,108-86-1,0.0119,0.0,25.0,0.0
anthracene,chlorobenzene,120-12-7,108-90-7,0.0103,0.0,25.0,0.0
anthracene,methanol,120-12-7,67-56-1,0.000202,0.0,20.0,0.0
anthracene,1-propanol,120-12-7,71-23-8,0.000371,0.0,25.0,0.0
anthracene,2-propanol,120-12-7,67-63-0,0.000411,0.0,25.0,0.0
anthracene,2-butanol,120-12-7,71-36-3,0.0095,0.0,25.0,0.0
anthracene,1-butanol,120-12-7,71-36-3,0.000801,0.0,25.0,0.0
anthracene,2-methyl-1-propanol,120-12-7,78-83-1,4.7e-05,0.0,25.0,0.0
anthracene,3-methyl-1-butanol,120-12-7,123-51-3,0.000727,0.0,25.0,0.0
anthracene,1-octanol,120-12-7,111-87-5,0.00216,0.0,25.0,0.0
anthracene,phenol,120-12-7,108-95-2,0.00487,0.0,40.0,0.0
anthracene,2-propanone,120-12-7,67-64-1,0.00313,0.0,20.0,0.0
anthracene,carbon disulfide,120-12-7,75-15-0,0.00872,0.0,20.0,0.0
anthracene,nitrobenzene,120-12-7,98-95-3,0.01242875,0.003770150651830773,26.49375,8.700338984056886
anthracene,aniline,120-12-7,62-53-3,0.005815,0.001915,32.5,7.5
anthracene,pyridine,120-12-7,110-86-1,0.03745,0.01483023375855328,65.88333333333333,15.4550603003964
anthracene,thiophene,120-12-7,110-02-1,0.03358333333333333,0.015924343698319948,59.36666666666667,20.385568152222028
benzoghiperylene,cyclohexane,191-24-2,110-82-7,0.000149,0.0,21.0,0.0
benzoghiperylene,methylbenzene,191-24-2,108-88-3,0.00204,0.0,21.0,0.0
benzoghiperylene,ethyl butryate,191-24-2,105-54-4,0.00116,0.0,21.0,0.0
benzoghiperylene,acetone,191-24-2,67-64-1,0.000634,0.0,21.0,0.0
benzoghiperylene,cyclohexanone,191-24-2,108-94-1,0.004,0.0,21.0,0.0
benzoghiperylene,acetophenone,191-24-2,98-86-2,0.0064,0.0,21.0,0.0
benzoapyrene,benzene,50-32-8,71-43-2,0.0354,0.0,23.0,0.0
biphenyl,n-hexane,92-52-4,110-54-3,0.1233,0.0,25.0,0.0
biphenyl,n-heptane,92-52-4,142-82-5,0.5850588235294117,0.2844427928813548,51.20588235294117,13.037636495850153
biphenyl,n-octane,92-52-4,111-65-9,0.148,0.0,25.0,0.0
biphenyl,cyclohexane,92-52-4,110-82-7,0.47035714285714286,0.21768134546456963,42.05714285714286,11.755224630880049
biphenyl,methylcyclohexane,92-52-4,108-87-2,0.183,0.0,25.0,0.0
biphenyl,"cis-1,2-dimethylcyclohexane",92-52-4,2207-01-4,0.195,0.0,25.0,0.0
biphenyl,"trans-1,2-dimethylcyclohexane",92-52-4,6876-23-9,0.183,0.0,25.0,0.0
biphenyl,"trans-1,4-dimethylcyclohexane",92-52-4,2207-04-7,0.173,0.0,25.0,0.0
biphenyl,"cis-1,4-dimethylcyclohexane",92-52-4,624-29-3,0.182,0.0,25.0,0.0
biphenyl,"cis-1,3-dimethylcyclohexane",92-52-4,638-04-0,0.172,0.0,25.0,0.0
biphenyl,decahydronaphthalene,92-52-4,91-17-8,0.54644,0.1312710569775379,45.989999999999995,6.667413291524681
biphenyl,benzene,92-52-4,71-43-2,0.6559333333333334,0.12436723398423269,47.583333333333336,8.718451060187748
biphenyl,methylbenzene,92-52-4,108-88-3,0.377,0.0,25.0,0.0
biphenyl,ethylbenzene,92-52-4,100-41-4,0.363,0.0,25.0,0.0
biphenyl,"1,2,3,4-tetrahydronaphthalene",92-52-4,119-64-2,0.5896,0.09583870129893596,43.43333333333334,7.214202812662131
biphenyl,"1,4-dioxane",92-52-4,123-91-1,0.6851111111111111,0.18337844562812625,49.19444444444444,13.202113560681708
biphenyl,dichloromethane,92-52-4,75-09-2,0.412,0.0,25.0,0.0
biphenyl,trichloromethane,92-52-4,67-66-3,0.4487,0.04653869357856966,32.5,5.5901699437494745
biphenyl,"1,2-dibromoethane",92-52-4,106-93-4,0.389,0.0,25.0,0.0
biphenyl,"1,1-dichloroethane",92-52-4,75-34-3,0.381,0.0,25.0,0.0
biphenyl,"1,2-dichloroethane",92-52-4,107-06-2,0.397,0.0,25.0,0.0
biphenyl,chlorobenzene,92-52-4,108-90-7,0.397,0.0,25.0,0.0
biphenyl,"1,4-dichlorobenzene",92-52-4,106-46-7,0.6817142857142857,0.1756634072681651,48.135714285714286,13.156468107407266
biphenyl,hexafluorobenzene,92-52-4,392-56-3,0.6704888888888889,0.1800455278499453,51.09444444444445,10.490457156769896
biphenyl,carbon disulfide,92-52-4,75-15-0,0.5799,0.12107472898999196,43.290000000000006,8.231427579709367
biphenyl,pyridine,92-52-4,110-86-1,0.5491833333333332,0.15673609897602475,39.03333333333333,12.167226014539587
biophenyl,thiophene,92-52-4,110-02-1,0.5925166666666667,0.17763435681821865,41.06666666666667,14.554886541028832
biphenyl,nitrobenzene,92-52-4,98-95-3,0.36017142857142853,0.08179358539790818,24.792857142857144,8.977250158493037
buckminsterfullerene,n-pentane,99685-96-8,109-66-0,8e-06,0.0,22.0,0.0
buckminsterfullerene,n-hexane,99685-96-8,110-54-3,7.3e-05,0.0,22.0,0.0
buckminsterfullerene,n-decane,99685-96-8,124-18-5,0.00019,0.0,22.0,0.0
buckminsterfullerene,benzene,99685-96-8,71-43-2,0.0021,0.0,22.0,0.0
buckminsterfullerene,methylbenzene,99685-96-8,108-88-3,0.004,0.0,22.0,0.0
buckminsterfullerene,"1,3,5-trimethylbenzene",99685-96-8,108-67-8,0.0031,0.0,22.0,0.0
n-propyl alcohol,Water,71-23-8,7732-18-5,0.3730428571428571,0.26643125008228324,-31.557142857142853,44.76216058690826
isopropanol,Water,67-63-0,7732-18-5,0.45658888888888893,0.2749983775485248,-42.111111111111114,35.05692020587358
isobutanol,Water,78-83-1,7732-18-5,0.04707928571428571,0.03208055240090075,72.03518518518518,55.08849079034839
tert-butyl alcohol,Water,75-65-0,7732-18-5,0.35958333333333337,0.36204812947390785,-0.14999999999999977,11.950557867034213
1-Butanol,Water,71-36-3,7732-18-5,0.05157142857142858,0.09108871992710833,45.357142857142854,39.79520276698318
2-Butanol,Water,78-92-2,7732-18-5,0.2918142857142857,0.11281213750012424,49.285714285714285,24.117061451620188
l-Penten-3-ol,Water,616-25-1,7732-18-5,0.5753,0.003884155849945633,25.0,4.08248290463863
4-Penten-1-ol,Water,821-09-0,7732-18-5,0.012533333333333334,0.0002867441755680872,25.0,4.08248290463863
2-Methyl-2-butanol,Water,75-85-4,7732-18-5,0.0215,0.003354101966249685,56.74375,38.12779856531845
3-Methyl-1-butanol,Water,123-51-3,7732-18-5,0.05628571428571428,0.006691450530645926,28.42142857142857,15.746719775034716
3-Methyl-2-butanol,Water,598-75-4,7732-18-5,0.011916666666666667,0.0008868045005649341,25.0,4.08248290463863
1-Pentanol,Water,71-41-0,7732-18-5,0.00874736842105263,0.008908681066125902,90.0,54.772255750516614
Cyclohexanol,Water,108-93-0,7732-18-5,0.016372173913043474,0.020304444353182714,53.34000000000001,59.8888461706533
2-Methyl-2-pentanol,Water,590-36-3,7732-18-5,0.005933333333333333,0.0005169998925424345,25.0,4.08248290463863
1-Hexanol,Water,111-27-3,7732-18-5,0.0011358333333333333,0.00020894410470001035,55.0,34.52052529534663
1-Heptanol,Water,111-70-6,7732-18-5,0.00046314285714285717,0.00020215936328368592,100.0,20.0
Methane,Water,74-82-8,7732-18-5,2.5873333333333332e-05,8.279373298880914e-06,40.037777777777784,25.775230908666206
Methane,Heptane,74-82-8,142-82-5,0.004502000000000001,0.00044785712007290905,45.833333333333336,15.920810978785667
Methane,Octane,74-82-8,111-65-9,0.004894444444444444,0.0005642716270873475,33.888888888888886,21.829869671542777
Methane,Decane,74-82-8,124-18-5,0.005235999999999999,0.0003066333315215424,25.0,10.0
Methane,Dodecane,74-82-8, 112-40-3,0.005311111111111111,0.0006008224815375901,33.888888888888886,21.829869671542777
Methanol,Pentane,67-56-1,109-66-0,0.35514444444444443,0.08078935726265916,35.333333333333336,4.642796092394707
Methanol,Cyclohexane,67-56-1,1735-17-7,0.4256947368421052,0.06956878060924357,42.11342105263159,2.434473969243707
Methanol,Hexane,67-56-1,110-54-3,0.20731666666666668,0.13253234091680752,27.945000000000004,12.78278627686468
Methanol,Heptane,67-56-1,142-82-5,0.15318333333333334,0.051705783579359434,17.0,12.041594578792296
Ethanol,Decane,64-17-5,124-18-5,0.17235,0.13765,26.75,6.75
Ethanol,Hexadecane,64-17-5,544-76-3,0.49375,0.1649050863375657,39.25,10.207227831296802
Ethanol,Octadecane,64-17-5,593-45-3,0.05250285714285714,0.031974955250403496,46.05714285714286,18.693532658791547
Ethanol,Dotriacontane,64-17-5,544-85-4,0.0012594333333333333,0.0012930650830058359,51.666666666666664,15.456030825826172
Pentane,Benzyl alcohol,109-66-0,100-51-6,0.47,0.0,54.8,0.0
Hexane,Benzyl alcohol,110-54-3,100-51-6,0.5,0.0,50.6,0.0
Heptane,Benzyl alcohol,142-82-5,100-51-6,0.59,0.0,50.7,0.0
Benzyl alcohol,Tetradecane,100-51-6,629-59-4,0.7612,0.0,81.8,0.0
Benzyl alcohol,Pentadecane,100-51-6,629-62-9,0.7676,0.0,86.5,0.0
Benzyl alcohol,Hexadecane,100-51-6,544-76-3,0.7738,0.0,89.8,0.0
Heptane,Phenethyl alcohol,142-82-5,60-12-8,0.45,0.0,20.7,0.0
1-0ctanol,Dotriacontane,111-87-5,544-85-4,0.14226,0.16260677066674276,51.666666666666664,15.456030825826172
Water, Bromotrichloromethane,7732-18-5,75-62-7,0.006,0.0,20.0,0.0
Water,Tribromofluoromethane,7732-18-5,353-54-8,2.66e-05,0.0,25.0,0.0
Water,Tetrabromomethane,7732-18-5,558-13-4,0.024,0.0,30.0,0.0
Water,Trichlorofluoromethane,7732-18-5,75-69-4,0.1917777777777778,0.09805188850555697,20.0,12.909944487358056
Water,Tetrachloromethane,7732-18-5,56-23-5,0.085625,0.005333092442476506,17.5,11.4564392373896
Water,Bromodichloromethane,7732-18-5,75-27-4,0.0003276,0.0,30.0,0.0
Water,Dibromochloromethane,7732-18-5,124-48-1,0.0005933,0.0003720299611590443,21.97,6.7693131113873
Water,Tribromomethane,7732-18-5,75-25-2,0.0010586,0.0010259699020926491,20.0,7.0710678118654755
Water,Trichloromethane,7732-18-5,67-66-3,0.0012471666666666668,0.00011870118879868987,30.0,18.708286933869708
Water,Bromochloromethane,7732-18-5,74-97-5,0.002325,0.0,25.0,0.0
Water,Dibromomethane,7732-18-5,74-95-3,0.00204,0.0,25.0,0.0
Water,Iodomethane,7732-18-5,74-88-4,0.0018540000000000002,7.45452882481516e-05,15.0,11.180339887498949
Water,Dimethyl ether,7732-18-5,115-10-6,0.144325,0.028799916811222452,13.25,22.106277389013286
Water,Diethyl ether,7732-18-5,60-29-7,0.0441,0.0,20.0,0.0
Water,Methyl Isopropyl Ether,7732-18-5,598-53-8,0.020325000000000003,0.0032797675222491,17.5,5.5901699437494745
Water,Methyl Propyl Ether,7732-18-5,557-17-5,0.0093,0.002341794183953833,14.0,8.602325267042627
Water,Ethyl Isopropyl Ether,7732-18-5,625-54-7,0.007792,0.0026627684841157334,14.0,8.602325267042627
Water,Ethyl Propyl Ether,7732-18-5,628-32-0,0.0475,0.01666841324181759,14.0,8.602325267042627
Water,Methyl Butyl Ether,7732-18-5,628-28-4,0.002938,0.0012311685506054806,14.0,8.602325267042627
Water,Methyl sec-butyl Ether,7732-18-5,6795-87-5,0.06573999999999999,0.01734907490329095,14.0,8.602325267042627
Water,Methyl tert-butyl Ether,7732-18-5,1634-04-4,0.05105,0.001556438241627336,30.0,11.180339887498949
Water,Methyl Isobutyl Ether,7732-18-5,625-44-5,0.06966,0.01671090661813416,14.0,8.602325267042627
Water,Methyl Phenyl Ether,7732-18-5,100-66-3,0.015488000000000002,0.005927206424615225,45.0,28.722813232690143
Water,Butyl tert-butyl Ether,7732-18-5,1000-63-1,0.016266666666666665,0.004425180473406957,35.0,8.16496580927726
Water,Dibutyl Ether,7732-18-5,142-96-1,0.009099999999999999,0.0011575836902790227,35.0,8.16496580927726
Water,Di-isopentyl Ether,7732-18-5,544-01-4,0.054,0.0,25.0,0.0
Water,Dipentyl Ether,7732-18-5,693-65-2,0.0096,0.0,25.0,0.0
