Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std
fluoranthene,"2,4,6-trinitromethylbenzene",206-44-0,118-96-7,0.5430833333333334,0.2819265443140977,111.07499999999997,16.437717045461838
fluoranthene,"2,4,6-trinitromethoxybenzene",206-44-0,606-35-9,0.43835714285714283,0.2889507143201457,75.65714285714286,13.982116858213375
Undecanoic acid,Butan-1-ol,112-37-8,71-36-3,0.6105333333333334,0.17455729400082054,10.05,8.16496580927726
Undecanoic acid,Propanone,112-37-8,67-64-1,0.6244,0.23110530067482227,10.05,8.16496580927726
Undecanoic acid,Butanone,112-37-8,78-93-3,0.6083999999999999,0.21118339581194984,10.05,8.16496580927726
Undecanoic acid,Acetic acid,112-37-8,64-19-7,0.2794,0.0,20.05,0.0
Undecanoic acid,Nitroethane,112-37-8,79-24-3,0.8574666666666667,0.1437263681058173,10.05,8.16496580927726
Undecanoic acid,Acetonitrile,112-37-8,75-05-8,0.8849666666666667,0.12365339551432551,10.05,8.16496580927726
Dodecanoic acid,Hexane,143-07-7,110-54-3,0.6650999999999999,0.2646151500709263,24.461764705882356,10.517933276800386
Dodecanoic acid,Cyclohexane,143-07-7,110-82-7,0.59505,0.2918187236967498,25.05,11.180339887498947
Dodecanoic acid,Octacosane,143-07-7,630-02-4,0.48842380952380954,0.36530542329706717,54.50714285714285,6.465996879542899
Dodecanoic acid,Icosane,143-07-7,112-95-8,0.499252380952381,0.30222318561437755,35.345238095238095,2.6882860871134606
Dodecanoic acid,Benzene,143-07-7,71-43-2,0.5682750000000001,0.2759364362946655,25.05,11.180339887498947
Dodecanoic acid,Methylbenzene,143-07-7,108-88-3,0.6737833333333333,0.2955630074770672,15.049999999999999,17.07825127659933
Dodecanoic acid,"1,2-Dimethylbenzene",143-07-7,95-47-6,0.6676333333333334,0.30407002848393694,15.049999999999999,17.07825127659933
Dodecanoic acid,Ethyl acetate,143-07-7,141-78-6,0.66584,0.3077975672418481,20.05,14.14213562373095
Dodecanoic acid,Butyl ethanoate,143-07-7,123-86-4,0.6049,0.2959463262147378,20.05,14.14213562373095
Dodecanoic acid,Trioleolyglycerol,143-07-7,122-32-7,0.18893333333333331,0.1448871131452192,25.850000000000005,9.41629792788369
Dodecanoic acid,"1,4-Dioxane",143-07-7,123-91-1,0.4415,0.22239779675167648,30.05,8.164965809277259
Dodecanoic acid,Trichloromethane,143-07-7,67-66-3,0.5766600000000002,0.2921701737001914,20.05,14.14213562373095
Dodecanoic acid,Tetrachloromethane,143-07-7,56-23-5,0.61846,0.2936025653838876,20.05,14.14213562373095
Dodecanoic acid,"1,2-Dichloroethane",143-07-7,107-06-2,0.69882,0.32143976978588074,20.05,14.14213562373095
Dodecanoic acid,Trichloroethene,143-07-7,79-06-1,0.5623266666666668,0.23439421627297508,25.290000000000006,10.536906566919914
Dodecanoic acid,1-Bromopropane,143-07-7,106-94-5,0.57792,0.24504720960119772,23.035714285714285,12.449948774585216
Dodecanoic acid,Chlorobenzene,143-07-7,108-90-7,0.6658166666666666,0.30947274202351904,10.633333333333333,16.518718338768164
Dodecanoic acid,Methanol,143-07-7,67-56-1,0.71898,0.28001766658552096,20.05,14.14213562373095
Dodecanoic acid,Ethanol,143-07-7,64-17-5,0.8050727272727272,0.13796268988988614,18.536363636363635,9.94356280828527
Dodecanoic acid,Propan-1-ol,143-07-7,71-23-8,0.5345705882352942,0.22954926105869988,29.814705882352943,7.718346453244914
anthracene,2-propoxyethanol,120-12-7,2807-30-9,0.003343,0.0,25.0,0.0
anthracene,2-isopropoxyethanol,120-12-7,109-59-1,0.003093,0.0,25.0,0.0
anthracene,2-butoxyethanol,120-12-7,111-76-2,0.003785,0.0,25.0,0.0
anthracene,3-methoxy-1-butanol,120-12-7,2517-43-3,0.002702,0.0,25.0,0.0
anthracene,methyl acetoacetate,120-12-7,105-45-3,0.003191,0.0,25.0,0.0
anthracene,ethyl acetoacetate,120-12-7,141-97-9,0.004533,0.0,25.0,0.0
anthracene,ethanenitrile,120-12-7,75-05-8,0.0083,0.0,25.0,0.0
anthracene,propanenitrile,120-12-7,107-12-0,0.002879,0.0,25.0,0.0
anthracene,butanenitrile,120-12-7,109-74-0,0.004527,0.0,25.0,0.0
anthracene,benzonitrile,120-12-7,100-47-0,0.008426,0.0,25.0,0.0
anthracene,"N,N-dimethylformamide",120-12-7,111-84-2,0.007839,0.0,25.0,0.0
anthracene,"N,N-dimethylacetamide",120-12-7,127-19-5,0.12336692307692307,0.12168323589642434,101.12307692307692,49.20559933500618
anthracene,1-methyl-2-pyrrolidone,120-12-7,872-50-4,0.30361333333333335,0.22731110507163718,115.0,63.340024207973485
anthracene,morpholine,120-12-7,110-91-8,0.008193,0.0,25.0,0.0
anthracene,ethanolamine,120-12-7,141-43-5,0.0002587,0.0,25.0,0.0
anthracene,propylene carbonate,120-12-7,108-32-7,0.002102,0.0,25.0,0.0
anthracene,hexanedinitrile,120-12-7,111-69-3,0.002801,0.0,25.0,0.0
anthracene,tributyl phosphate,120-12-7,126-73-8,0.01498,0.0,25.0,0.0
biphenyl,nonane,92-52-4,111-84-2,0.1551,0.0,25.0,0.0
biphenyl,decane,92-52-4,124-18-5,0.1636,0.0,25.0,0.0
biphenyl,hexadecane,92-52-4,544-76-3,0.2151,0.0,25.0,0.0
biphenyl,cyclooctane,92-52-4,292-64-8,0.2194,0.0,25.0,0.0
biphenyl,"2,2,4-trimethylpentane",92-52-4,540-84-1,0.1094,0.0,25.0,0.0
biphenyl,tert-burtylcyclohexane,92-52-4,3178-22-1,0.174,0.0,25.0,0.0
biphenyl,"1,1'-oxybisbutane",92-52-4,142-96-1,0.226,0.0,25.0,0.0
biphenyl,2-methoxy-2-methylpropane,92-52-4,1634-04-4,0.285,0.0,25.0,0.0
biphenyl,methanol,92-52-4,67-56-1,0.01851,0.0,25.0,0.0
biphenyl,ethanol,92-52-4,64-17-5,0.03456,0.0,25.0,0.0
biphenyl,1-propanol,92-52-4,71-23-8,0.0462,0.0,25.0,0.0
biphenyl,2-propanol,92-52-4,67-63-0,0.03533,0.0,25.0,0.0
biphenyl,1-butanol,92-52-4,71-36-3,0.05788,0.0,25.0,0.0
biphenyl,2-butanol,92-52-4,78-92-2,0.05005,0.0,25.0,0.0
biphenyl,2-methyl-1-propanol,92-52-4,78-83-1,0.03906,0.0,25.0,0.0
biphenyl,2-methyl-2-propanol,92-52-4,75-65-0,0.04118,0.0,25.0,0.0
biphenyl,1-pentanol,92-52-4,71-41-0,0.07573,0.0,25.0,0.0
biphenyl,2-pentanol,92-52-4,6032-29-7,0.06525,0.0,25.0,0.0
biphenyl,3-methyl-1-butanol,92-52-4,123-51-3,0.05664,0.0,25.0,0.0
biphenyl,2-methyl-2-butanol,92-52-4,75-85-4,0.0712,0.0,25.0,0.0
biphenyl,1-hexanol,92-52-4,111-27-3,0.08592,0.0,25.0,0.0
biphenyl,2-methyl-1-pentanol,92-52-4,105-30-6,0.07216,0.0,25.0,0.0
biphenyl,3-methyl-2-pentanol,92-52-4,108-11-2,0.06115,0.0,25.0,0.0
biphenyl,1-heptanol,92-52-4,111-70-6,0.1001,0.0,25.0,0.0
biphenyl,1-octanol,92-52-4,111-87-5,0.1097,0.0,25.0,0.0
biphenyl,2-ethyl-1-hexanol,92-52-4,104-76-7,0.09481,0.0,25.0,0.0
biphenyl,"1,2-ethanediol",92-52-4,107-21-1,0.00269,0.0,25.0,0.0
biphenyl,2-ethoxyethanol,92-52-4,111-27-3,0.1411,0.0,25.0,0.0
biphenyl,2-propoxyethanol,92-52-4,2807-30-9,0.1683,0.0,25.0,0.0
biphenyl,2-isopropoxyethanol,92-52-4,109-59-1,0.1613,0.0,25.0,0.0
biphenyl,2-butoxyethanol,92-52-4,111-76-2,0.1551,0.0,25.0,0.0
biphenyl,3-methoxy-1-butanol,92-52-4,2517-43-3,0.1464,0.0,25.0,0.0
biphenyl,propylene carbonate,92-52-4,108-32-7,0.13,0.0,25.0,0.0
dibenzofuran,methylbenzene,132-64-9,108-88-3,0.37494,0.15816783617410968,35.0,15.811388300841896
dibenzofuran,ethyl ethanoate,132-64-9,141-78-6,0.35090909090909095,0.15768741492727403,35.0,15.811388300841896
dibenzofuran,"2,2'-oxybispropane",132-64-9,108-20-3,0.2652909090909091,0.14888364862014325,35.0,15.811388300841896
dibenzofuran,tetrachloromethane,132-64-9,56-23-5,0.3375545454545455,0.15873824860520522,35.0,15.811388300841896
dibenzofuran,ethanol,132-64-9,64-17-5,0.11746363636363637,0.10384003670617849,35.0,15.811388300841896
dibenzofuran,1-butanol,132-64-9,71-36-3,0.1538090909090909,0.14987842014928726,35.0,15.811388300841896
dibenzothiophene,tetradecane,132-64-9,629-59-4,0.18225555555555556,0.16780825771702862,44.6,29.28010321779014
dibenzothiophene,hexadecane,132-64-9,544-76-3,0.1902,0.2098446295987309,44.730000000000004,27.750695486780145
dibenzothiophene,dihydro-2(3H)-furanone,132-65-0,96-48-0,0.32073333333333337,0.23992261368106918,51.361538461538466,24.413537810042335
dibenzothiophene,ethanenitrile,132-65-0,75-05-8,0.2197142857142857,0.15997268006552537,59.74285714285713,14.13696847103439
fluoroanthene,hexane,206-44-0,110-54-3,0.01476,0.0,25.0,0.0
fluoroanthene,heptane,206-44-0,142-82-5,0.0187,0.0,25.0,0.0
fluoroanthene,octane,206-44-0,111-65-9,0.0226,0.0,25.0,0.0
fluoroanthene,nonane,206-44-0,111-84-2,0.02642,0.0,25.0,0.0
fluoroanthene,decane,206-44-0,124-18-5,0.03015,0.0,25.0,0.0
fluoroanthene,hexadecane,206-44-0,544-76-3,0.05046,0.0,25.0,0.0
fluoroanthene,cyclohexane,206-44-0,110-82-7,0.01807,0.0,25.0,0.0
fluoroanthene,methylcyclohexane,206-44-0,108-87-2,0.02179,0.0,25.0,0.0
fluoroanthene,cyclooctane,206-44-0,292-64-8,0.03011,0.0,25.0,0.0
fluoroanthene,"2,2,4-trimethylpentane",206-44-0,540-84-1,0.01162,0.0,25.0,0.0
fluoroanthene,tert-butylcyclohexane,206-44-0,3178-22-1,0.02482,0.0,25.0,0.0
fluoroanthene,squalane,206-44-0,111-01-3,0.6239,0.23531915658217342,96.3409090909091,11.977304640288692
fluoroanthene,benzene,206-44-0,71-43-2,0.1211,0.0,25.0,0.0
fluoroanthene,methylbenzene,206-44-0,108-88-3,0.116,0.0,25.0,0.0
fluoroanthene,ethyl ethanoate,206-44-0,141-78-6,0.08589,0.0,25.0,0.0
fluroanthene,butyl ethanoate,206-44-0,123-86-4,0.1106,0.0,25.0,0.0
fluoroanthene,"1,1'-oxybisbutane",206-44-0,142-96-1,0.05177,0.0,25.0,0.0
fluoroanthene,2-methoxy-2-methylpropane,206-44-0,1634-04-4,0.04755,0.0,25.0,0.0
fluoroanthene,trichloromethane,206-44-0,67-66-3,0.1426,0.0,25.0,0.0
fluoroanthene,tetrachloromethane,206-44-0,56-23-5,0.08157,0.0,25.0,0.0
fluoroanthene,"1,2-dichloroethane",206-44-0,107-06-2,0.1268,0.0,25.0,0.0
fluoroanthene,1-chlorobutane,206-44-0,109-69-3,0.1133,0.0,25.0,0.0
fluoroanthene,1-chlorohexane,206-44-0,544-10-5,0.1315,0.0,25.0,0.0
fluoroanthene,1-chlorooctane,206-44-0,111-85-3,0.1367,0.0,25.0,0.0
fluoroanthene,chlorocyclohexane,206-44-0,542-18-7,0.1159,0.0,25.0,0.0
fluoroanthene,methanol,206-44-0,67-56-1,0.002267,0.0,25.0,0.0
fluoroanthene,ethanol,206-44-0,64-17-5,0.00544,0.0,25.0,0.0
fluoroanthene,1-propanol,206-44-0,71-23-8,0.0067,0.0,25.0,0.0
fluoroanthene,2-propanol,206-44-0,67-63-0,0.00475,0.0,25.0,0.0
fluoroanthene,1-butanol,206-44-0,71-36-3,0.00996,0.0,25.0,0.0
fluoroanthene,2-butanol,206-44-0,78-92-2,0.00702,0.0,25.0,0.0
fluoroanthene,2-methyl-1-propanol,206-44-0,78-83-1,0.00495,0.0,25.0,0.0
fluoroanthene,1-pentanol,206-44-0,71-41-0,0.01446,0.0,25.0,0.0
fluoroanthene,2-pentanol,206-44-0,6032-29-7,0.01021,0.0,25.0,0.0
fluoroanthene,3-methyl-1-butanol,206-44-0,123-51-3,0.00862,0.0,25.0,0.0
fluoroanthene,2-methyl-2-butanol,206-44-0,75-85-4,0.0097,0.0,25.0,0.0
fluoroanthene,1-hexanol,206-44-0,111-27-3,0.01986,0.0,25.0,0.0
fluoroanthene,2-methyl-1-pentanol,206-44-0,107-87-9,0.01172,0.0,25.0,0.0
fluoranthene,"2,4,6-trinitroaniline",206-44-0,489-98-5,0.6058333333333333,0.2935915057051587,161.46666666666667,32.276690075381374
fluoranthene,"2-chloro-1,3,5-trinitrobenzene",206-44-0,88-88-0,0.4946363636363636,0.2787704408248585,104.14090909090909,14.21397868587978
fluoranthene,"3-methyl-2,4,6-trinitrophenol",206-44-0,602-99-3,0.5898333333333333,0.3146071183061326,123.99166666666666,15.790685985380403
fluorene,cyclohexane,86-73-7,110-82-7,0.2092,0.24412543497145073,52.67999999999999,12.50532286668361
fluorene,decahydronaphthalene,86-73-7,91-17-8,0.31396666666666667,0.1956579810678715,63.699999999999996,19.89042902168444
fluorene,benzene,86-73-7,71-43-2,0.31631,0.11859387378781416,57.17777777777778,15.142491925980847
fluorene,methylbenzene,86-73-7,108-88-3,0.2372,0.1645665822699129,39.88,28.241876708179287
fluorene,"1,2,3,4-tetrahydronaphthalene",86-73-7,119-64-2,0.32952857142857145,0.1300304548314489,55.25,16.807481327415736
fluorene,ethylbenzene,86-73-7,100-41-4,0.399,0.34261598661725384,33.114285714285714,71.44868895271084
fluorene,"1,3-dimethylbenzene",86-73-7,,0.42876923076923074,0.33493010840292176,49.02692307692307,53.90310614492458
fluorene,"1,4-dimethylbenzene",86-73-7,106-42-3,0.24000000000000005,0.164265638524921,39.88,28.241876708179287
fluorene,"1,2,4,5-tetramethylbenzene",86-73-7,95-93-2,0.4160714285714286,0.3008686149623914,79.12857142857145,15.946077823690178
fluorene,naphthalene,86-73-7,91-20-3,0.4483076923076924,0.2924407591857471,76.21153846153847,18.342113730284048
fluorene,2-methylnaphthalene,86-73-7,91-57-6,0.038,0.0,31.65,0.0
fluorene,"2,7-dimethylnaphthalene",86-73-7,582-16-1,0.42,0.0,62.05,0.0
fluorene,fluoranthene,86-73-7,206-44-0,0.519,0.0,69.05,0.0
fluorene,acenaphthene,86-73-7,83-32-9,0.582,0.0,64.55,0.0
fluorene,chrysene,86-73-7,218-01-9,0.902,0.0,108.05,0.0
fluorene,tetrachloromethane,86-73-7,56-23-5,0.25004,0.06295489178769192,52.129999999999995,9.136826582572311
fluorene,chlorobenzene,86-73-7,108-90-7,0.2572,0.1677252515276099,39.88,28.241876708179287
fluorene,methanol,86-73-7,67-56-1,0.0067666666666666665,0.0031372316175606514,39.85,16.32993161855452
fluorene,ethanol,86-73-7,64-17-5,0.019275,0.016100524059793828,49.85,22.360679774997894
fluorene,nitrobenzene,86-73-7,98-95-3,0.25060000000000004,0.16627278791191302,39.88,28.241876708179287
fluorene,pyridine,86-73-7,110-86-1,0.39906,0.14537200005503123,68.25,11.649377665781119
fluorene,aniline,86-73-7,62-53-3,0.17120000000000002,0.14629203669373123,39.88,28.241876708179287
fluorene,thiophene,86-73-7,110-02-1,0.39016,0.1503542696433992,60.40999999999999,19.54037870666789
fluorene,"1,2-dinitrobenzene",86-73-7,528-29-0,0.548,0.0,78.55,0.0
fluorene,"1,3-dinitrobenzene",86-73-7,99-65-0,0.421,0.0,56.05,0.0
fluorene,"1,4-dinitrobenzene",86-73-7,100-25-4,0.729,0.0,89.95,0.0
fluorene,"1,3,5-trinitrobenzene",86-73-7,99-35-4,0.476,0.22399999999999998,92.85,7.199999999999996
fluorene,"1,2,3,5-tetranitrobenzene",86-73-7,3698-53-1,0.45,0.33,104.3,13.25
fluorene,"2,4-dinitro-1-methylbenzene",86-73-7,121-14-2,0.408,0.0,44.05,0.0
fluorene,"2,4,6-trinitro-1-methylbenzene",86-73-7,118-96-7,0.46499999999999997,0.24499999999999997,76.1,3.75
fluorene,"2,4-dinitrophenol",86-73-7,51-28-5,0.545,0.0,74.0,0.0
fluorene,"2,4,6-trinitrophenol",86-73-7,88-89-1,0.53,0.11000000000000001,80.45,0.20000000000000284
fluorene,"6-methyl-2,3,4-trinitrophenol",86-73-7,89793-90-8,0.47050000000000003,0.2805,88.0,2.549999999999997
indole,benzene,120-72-9,71-43-2,0.2552,0.0,-7.25,0.0
indole,biphenyl,120-72-9,92-52-4,0.6815,0.0,27.56,0.0
indole,1-methylnaphthalene,120-72-9,90-12-0,0.0946,0.0,-37.84,0.0
indole,2-methylnaphthalene,120-72-9,91-57-6,0.45165,0.014350000000000002,10.385,0.7650000000000006
indole,"2,6-dimethylnaphthalene",120-72-9,581-42-0,0.89,0.0,43.0,0.0
indole,diphenyl ether,120-72-9,101-84-8,0.433,0.0,8.05,0.0
indole,ethanol,120-72-9,64-17-5,0.124,0.0,25.0,0.0
indole,quinoline,120-72-9,91-22-5,0.112,0.0,25.0,0.0
indole,2-methylindole,120-72-9,95-20-5,0.5621,0.0,13.09,0.0
indole,5-methylindole,120-72-9,614-96-0,0.5915,0.0,16.48,0.0
naphthacene,benzene,92-24-0,71-43-2,0.0143,0.0,23.0,0.0
naphthalene,n-hexane,91-20-3,110-54-3,0.17413333333333333,0.09873254557417001,31.435714285714287,14.480213452592924
naphthalene,n-heptane,91-20-3,142-82-5,0.13,0.0,25.0,0.0
naphthalene,n-octane,91-20-3,111-65-9,0.142,0.0,25.0,0.0
naphthalene,n-hexadecane,91-20-3,544-76-3,0.2043,0.0,25.0,0.0
naphthalene,n-octadecane,91-20-3,593-45-3,0.7643333333333332,0.15092888686029884,66.73333333333333,9.026519570441062
naphthalene,cyclohexane,91-20-3,110-82-7,0.20782499999999998,0.048433530482507675,32.5,5.5901699437494745
naphthalene,methylcyclohexane,91-20-3,108-87-2,0.147,0.0,25.0,0.0
naphthalene,"cis-1,2-dimethylcyclohexane",91-20-3,2207-01-4,0.163,0.0,25.0,0.0
naphthalene,"trans-1,2-dimethylcyclohexane",91-20-3,6876-23-9,0.153,0.0,25.0,0.0
naphthalene,"trans-1,4-dimethylcyclohexane",91-20-3,2207-04-7,0.15,0.0,25.0,0.0
naphthalene,"cis-1,4-dimethylcyclohexane",91-20-3,624-29-3,0.153,0.0,25.0,0.0
naphthalene,"cis-1,3-dimethylcyclohexane",91-20-3,638-04-0,0.155,0.0,25.0,0.0
naphthalene,decahydronaphthalene,91-20-3,91-17-8,0.4165571428571428,0.1499147172527754,45.55,11.069262460912716
naphthalene,benzene,91-20-3,71-43-2,0.37833333333333335,0.03776509264151517,35.0,4.08248290463863
naphthalene,methylbenzene,91-20-3,108-88-3,0.4061428571428572,0.18139493501467893,35.57142857142857,19.093938027231445
naphthalene,ethylbenzene,91-20-3,100-41-4,0.3529,0.04982454214541265,32.5,5.5901699437494745
naphthalene,"1,2-dimethylbenzene",91-20-3,95-47-6,0.066,0.0,-27.95,0.0
naphthalene,"1,3-dimethylbenzene",91-20-3,108-38-3,0.3166470588235294,0.2598721271921048,12.1875,40.48496441581739
naphthalene,"1,4-dimethylbenzene",91-20-3,106-42-3,0.182,0.0,4.25,0.0
naphthalene,biphenyl,91-20-3,92-52-4,0.445,0.0,39.65,0.0
fluoroanthene,4-methyl-2-pentanol,206-44-0,108-11-2,0.00948,0.0,25.0,0.0
fluoroanthene,1-heptanol,206-44-0,111-70-6,0.02524,0.0,25.0,0.0
fluoroanthene,1-octanol,206-44-0,111-87-5,0.03125,0.0,25.0,0.0
fluoroanthene,2-ethyl-1-hexanol,206-44-0,104-76-7,0.01782,0.0,25.0,0.0
fluoroanthene,cyclopentanol,206-44-0,96-41-3,0.01772,0.0,25.0,0.0
fluoroanthene,"1,2-ethanediol",206-44-0,107-21-1,0.00075,0.0,25.0,0.0
fluoroanthene,"2,2,2-trifluoroethanol",206-44-0,75-89-8,0.000772,0.0,25.0,0.0
fluoroanthene,ethanenitrile,206-44-0,75-05-8,0.01315,0.0,25.0,0.0
fluoroanthene,"N,N-dimethylformamide",206-44-0,68-12-2,0.1797,0.0,25.0,0.0
fluoroanthene,"N,N-dimethylacetamide",206-44-0,127-19-5,0.237,0.0,25.0,0.0
fluorene,hexane,86-73-7,110-54-3,0.03041,0.0,25.0,0.0
fluorene,heptane,86-73-7,142-82-5,0.03406,0.0,25.0,0.0
fluorene,octane,86-73-7,111-65-9,0.0375,0.0,25.0,0.0
fluorene,nonane,86-73-7,111-84-2,0.04269,0.0,25.0,0.0
fluorene,decane,86-73-7,124-18-5,0.04669,0.0,25.0,0.0
fluorene,undecane,86-73-7,1120-21-4,0.05048,0.0,25.0,0.0
fluorene,dodecane,86-73-7,112-40-3,0.05302,0.0,25.0,0.0
fluorene,hexadecane,86-73-7,544-76-3,0.06781,0.0,25.0,0.0
fluorene,methylcyclohexane,86-73-7,108-87-2,0.03975,0.0,25.0,0.0
fluorene,cyclooctane,86-73-7,292-64-8,0.04977,0.0,25.0,0.0
fluorene,"2,2,4-trimethylpentane",86-73-7,540-84-1,0.02537,0.0,25.0,0.0
fluorene,tert-butylcyclohexane,86-73-7,3178-22-1,0.04385,0.0,25.0,0.0
fluorene,squalane,86-73-7,111-01-3,0.617175,0.22760746591811673,92.72769230769231,16.91914034634064
phenanthrene,ethanol,85-01-8,64-17-5,0.01114,0.0,25.0,0.0
fluorene,triacetin,86-73-7,102-76-1,0.06667,0.0,25.0,0.0
fluorene,"2,2'-oxybispropane",86-73-7,108-20-3,0.05324,0.0,25.0,0.0
fluorene,"1,1'-oxybisbutane",86-73-7,142-96-1,0.07226,0.0,25.0,0.0
fluorene,trichloromethane,86-73-7,67-66-3,0.15862,0.05203508303699214,29.872222222222224,12.91009749320084
fluorene,1-propanol,86-73-7,71-23-8,0.015669300000000004,0.007817725270818872,29.325,12.318953892275108
fluorene,2-propanol,86-73-7,67-63-0,0.011830909090909092,0.00874643974794675,36.73545454545455,14.059726729295962
fluorene,1-butanol,86-73-7,71-36-3,0.0228,0.014901813518959568,36.95923076923077,16.67275597242329
fluorene,2-butanol,86-73-7,78-92-2,0.01206,0.0,25.0,0.0
fluorene,2-methyl-1-propanol,86-73-7,78-83-1,0.013231000000000001,0.007264485460099703,29.425,12.320374385545271
fluorene,2-methyl-2-propanol,86-73-7,75-65-0,0.01016,0.0,25.0,0.0
fluorene,1-pentanol,86-73-7,71-41-0,0.0229,0.0,25.0,0.0
fluorene,2-pentanol,86-73-7,6032-29-7,0.01634,0.0,25.0,0.0
fluorene,2-methyl-1-butanol,86-73-7,137-32-6,0.01842,0.0,25.0,0.0
fluorene,3-methyl-1-butanol,86-73-7,123-51-3,0.01461,0.0,25.0,0.0
fluorene,2-methyl-2-butanol,86-73-7,75-85-4,0.01854,0.0,25.0,0.0
fluorene,1-hexanol,86-73-7,111-27-3,0.02757,0.0,25.0,0.0
fluorene,2-methyl-1-pentanol,86-73-7,105-30-6,0.01973,0.0,25.0,0.0
fluorene,4-methyl-2-pentanol,86-73-7,108-11-2,0.01676,0.0,25.0,0.0
fluorene,1-heptanol,86-73-7,111-70-6,0.03503,0.0,25.0,0.0
fluorene,1-octanol,86-73-7,111-87-5,0.03884,0.0,25.0,0.0
fluorene,2-ethyl-1-hexanol,86-73-7,104-76-7,0.02794,0.0,25.0,0.0
fluorene,1-decanol,86-73-7,112-30-1,0.04669,0.0,25.0,0.0
fluorene,propanone,86-73-7,67-64-1,0.08348666666666667,0.03104193471920059,29.883333333333333,12.918720266858221
fluorene,propanenitrile,86-73-7,107-12-0,0.05815,0.0,25.0,0.0
fluorene,butanenitrile,86-73-7,109-74-0,0.08548,0.0,25.0,0.0
fluorene,hexanedinitrile,86-73-7,111-69-3,0.04589,0.0,25.0,0.0
naphthalene,heptane,91-20-3,142-82-5,0.101535,0.025685064629079678,30.157,7.040304041730017
naphthalene,"2,2,4-trimethylpentane",91-20-3,540-84-1,0.1129,0.0,25.0,0.0
naphthalene,squalane,91-20-3,111-01-3,0.7522666666666666,0.12860117504215202,67.35555555555555,7.2787531153062375
naphthalene,ethyl ethanoate,91-20-3,141-78-6,0.316,0.11395314826717162,27.55400000000001,14.364906682606748
naphthalene,2-methylpropyl ethanoate,91-20-3,110-19-0,0.33543,0.11561660823601426,27.577999999999996,14.373094169315111
naphthalene,tetrahydrofuran,91-20-3,109-99-9,0.42205000000000004,0.12683246495541536,32.68916666666667,17.099148837653356
naphthalene,methylnonafluorobutyl ether,91-20-3,163702-07-6,0.011201666666666665,0.010154293700477428,18.599999999999998,24.116038922951947
naphthalene,ethyl nonafluorobutyl ether,91-20-3,163702-05-4,0.07423857142857145,0.10221957883869011,26.657142857142855,29.799417882274966
naphthalene,trichloromethane,91-20-3,67-66-3,0.39443333333333336,0.10398481726782147,32.99166666666667,11.611521457395476
naphthalene,tetrachloromethane,91-20-3,56-23-5,0.34060833333333335,0.10381254306307222,33.40833333333333,11.567804338863198
naphthalene,"1,1-dichloroethane",91-20-3,75-34-3,0.36795,0.11004619484561928,31.375,12.239664006826331
naphthalene,"1,2-dichloroethane",91-20-3,107-06-2,0.4061357142857143,0.09329996636917827,33.59,10.594262598217961
naphthalene,trichloroethene,91-20-3,79-01-6,0.37247,0.10949603691458427,33.940000000000005,11.96649071365536
naphthalene,tetrachloroethene,91-20-3,127-18-4,0.2570230769230769,0.06900644511533413,28.988461538461536,10.71114002849646
naphthalene,methanol,91-20-3,67-56-1,0.0229,0.0,25.0,0.0
naphthalene,ethanol,91-20-3,64-17-5,0.0336,0.0,25.0,0.0
naphthalene,1-propanol,91-20-3,71-23-8,0.0461,0.0,25.0,0.0
naphthalene,2-propanol,91-20-3,67-63-0,0.0451,0.0,25.0,0.0
naphthalene,1-butanol,91-20-3,71-36-3,0.0661,0.0,25.0,0.0
naphthalene,propanone,91-20-3,67-64-1,0.26884,0.11368832129994708,27.410000000000004,14.335442092938745
naphthalene,"N,N-dimethylformamide",91-20-3,111-84-2,0.2910333333333333,0.09641486745656327,24.97222222222222,12.903210434080847
naphthalene,1-methyl-2-pyrrolidone,91-20-3,872-50-4,0.40255,0.10051507598365529,27.548000000000002,14.369109088596968
phenanthrene,hexane,85-01-8,110-54-3,0.03189,0.0,25.0,0.0
phenanthrene,heptane,85-01-8,142-82-5,0.03888,0.0,25.0,0.0
phenanthrene,octane,85-01-8,111-65-9,0.04443,0.0,25.0,0.0
phenanthrene,nonane,85-01-8,111-84-2,0.04785,0.0,25.0,0.0
phenanthrene,decane,85-01-8,124-18-5,0.05531,0.0,25.0,0.0
phenanthrene,undecane,85-01-8,1120-21-4,0.0598,0.0,25.0,0.0
phenanthrene,dodecane,85-01-8,112-40-3,0.06348,0.0,25.0,0.0
phenanthrene,hexadecane,85-01-8,544-76-3,0.07972,0.0,25.0,0.0
phenanthrene,cyclohexane,85-01-8,110-82-7,0.03648,0.0,25.0,0.0
phenanthrene,methylcyclohexane,85-01-8,108-87-2,0.04572,0.0,25.0,0.0
phenanthrene,cyclooctane,85-01-8,292-64-8,0.06002,0.0,25.0,0.0
phenanthrene,"2,2,4-trimethylpentane",85-01-8,540-84-1,0.033915,0.009920568280093635,32.5,8.2915619758885
phenanthrene,tert-butylcyclohexane,85-01-8,3178-22-1,0.05124,0.0,25.0,0.0
phenanthrene,squalane,85-01-8,111-01-3,0.6653083333333334,0.19003395073132473,85.125,10.57939231084029
phenanthrene,methylbenzene,85-01-8,108-88-3,0.3295555555555556,0.09955741069700115,45.0,12.909944487358056
phenanthrene,ethyl ethanoate,85-01-8,141-78-6,0.1499,0.0,25.0,0.0
